Flight_Date,Airline_Code,Origin_Airport,Destination_Airport,Scheduled_Departure,Actual_Departure,Departure_Delay,Scheduled_Arrival,Actual_Arrival,Arrival_Delay,Cancelled,Cancellation_Reason
2025-01-23,Singapore Airlines,DXB,ICN,2125,2223,58,1543,1702,79,0,
2025-01-29,Lufthansa,LAX,PEK,2012,2059,47,1353,1507,74,0,
2025-04-18,Etihad,BKK,BOM,2039,2104,25,0547,0611,24,0,
2024-12-09,Delta,SIN,PEK,1652,1729,37,1202,1301,59,0,
2025-07-23,Emirates,SIN,ORD,1311,1451,100,1135,1306,91,1,Technical
2025-08-24,Qatar Airways,PEK,HND,0842,0829,-13,0056,0051,-5,0,
2024-09-01,American Airlines,LAX,FRA,0412,0354,-18,0120,0052,-28,0,
2024-09-30,FlyDubai,PEK,DXB,0447,0534,47,1000,1101,61,0,
2025-08-18,Qatar Airways,BKK,SFO,1712,1813,61,0114,0206,52,0,
2024-12-22,FlyDubai,FRA,CDG,1032,1050,18,1238,1246,8,0,
2025-02-21,FlyDubai,ORD,DFW,1941,1947,6,1143,1218,35,0,
2025-04-23,Singapore Airlines,SFO,LAX,0453,0508,15,0235,0257,22,0,
2025-05-11,Air India,ORD,SFO,2149,2204,15,0115,0140,25,0,
2025-08-03,Etihad,SYD,BKK,1530,1524,-6,1721,1711,-10,0,
2025-07-08,British Airways,FRA,LAX,1903,1944,41,1434,1533,59,0,
2025-05-26,Air India,KWI,SFO,0421,0610,109,1517,1729,132,0,
2025-04-16,Etihad,DEL,DOH,1409,1606,117,1255,1513,138,0,
2025-02-23,American Airlines,FRA,ORD,0346,0411,25,1632,1658,26,0,
2025-05-28,British Airways,JFK,SFO,2025,2058,33,1718,1815,57,0,
2025-05-27,Delta,DFW,BKK,0824,0805,-19,1202,1146,-16,0,
2025-02-03,Etihad,BKK,ORD,2049,2243,114,1640,1835,115,0,
2025-02-20,Qatar Airways,SFO,LHR,1944,2048,64,1625,1745,80,0,
2025-04-16,Etihad,SYD,KWI,1925,1941,16,0732,0746,14,0,
2025-06-08,Emirates,JFK,DXB,0519,0615,56,0247,0338,51,0,
2025-05-03,American Airlines,BKK,BOM,2110,2229,79,0046,0208,82,0,
2024-09-20,British Airways,ORD,BOM,0919,0920,1,0937,0955,18,0,
2024-09-11,Emirates,SYD,DEL,0412,0607,115,1555,1801,126,0,
2025-05-14,Emirates,DEL,HND,0337,0506,89,0618,0739,81,0,
2025-01-04,FlyDubai,ICN,HND,1626,1816,110,1415,1611,116,0,
2025-08-17,Qatar Airways,PEK,LHR,0511,0541,30,1909,2005,56,0,
2025-05-11,Delta,DFW,DXB,1131,1143,12,2235,2238,3,0,
2025-05-08,Lufthansa,HND,SIN,1300,1332,32,1427,1528,61,0,
2025-03-03,Qatar Airways,DXB,LAX,1817,1826,9,1246,1309,23,0,
2025-08-10,Air India,SYD,ORD,1412,1434,22,0845,0919,34,0,
2025-03-07,Lufthansa,DOH,PEK,1827,1914,47,0730,0827,57,0,
2025-04-23,Air India,ORD,DFW,1258,1450,112,0445,0700,135,0,
2024-09-21,Singapore Airlines,DFW,CDG,0517,0646,89,0415,0613,118,0,
2025-02-07,British Airways,CDG,KWI,0632,0814,102,2106,2254,108,0,
2024-12-01,FlyDubai,ICN,HND,2244,0019,95,0128,0331,123,0,
2025-01-27,FlyDubai,PEK,BOM,1705,1811,66,1708,1811,63,0,
2025-05-06,Qatar Airways,CDG,ICN,1522,1554,32,2123,2147,24,0,
2024-12-28,American Airlines,DOH,KWI,1834,1956,82,1604,1744,100,0,
2025-03-26,American Airlines,SYD,LHR,0153,0224,31,1213,1306,53,0,
2025-05-20,Air India,PEK,SFO,1405,1412,7,0230,0259,29,0,
2025-05-26,Lufthansa,SYD,SFO,0511,0636,85,1935,2116,101,0,
2024-12-20,American Airlines,PEK,BKK,1315,1447,92,0747,0918,91,0,
2025-07-21,Qatar Airways,HND,SFO,0350,0531,101,0419,0613,114,0,
2025-07-31,British Airways,PEK,BOM,1136,1325,109,1134,1328,114,0,
2025-04-05,Qatar Airways,ICN,SYD,1553,1644,51,2236,2331,55,0,
2025-07-27,British Airways,AUH,DEL,1149,1222,33,1951,2052,61,0,
2025-03-13,Etihad,BOM,SFO,1552,1738,106,0615,0808,113,0,
2024-09-29,FlyDubai,DEL,DFW,0418,0403,-15,1144,1151,7,0,
2025-06-24,American Airlines,BKK,SIN,0836,0947,71,2140,2245,65,0,
2025-03-23,American Airlines,SFO,ORD,0920,1108,108,1631,1826,115,0,
2025-06-23,Air India,FRA,ICN,0905,0913,8,1441,1444,3,0,
2025-04-05,Lufthansa,FRA,KWI,1742,1743,1,1531,1541,10,0,
2024-10-12,Delta,JFK,LHR,0452,0513,21,1948,2001,13,0,
2025-04-22,Delta,DXB,PEK,2052,2142,50,0452,0557,65,0,
2024-12-12,American Airlines,CDG,BOM,1129,1320,111,1024,1237,133,0,
2025-08-20,Singapore Airlines,CDG,LAX,1119,1226,67,0417,0533,76,0,
2024-11-21,Delta,DXB,LHR,1254,1352,58,1324,1427,63,0,
2025-04-05,Air India,ICN,JFK,0644,0643,-1,1031,1025,-6,0,
2025-04-23,Emirates,HND,BOM,0223,0227,4,0517,0523,6,0,
2025-06-26,Qatar Airways,JFK,SIN,1246,1324,38,1943,2019,36,0,
2025-04-13,Singapore Airlines,BOM,BKK,1209,1348,99,1700,1906,126,0,
2025-02-10,FlyDubai,FRA,ICN,1548,1645,57,0609,0727,78,0,
2025-05-05,American Airlines,LAX,DXB,0913,0927,14,1343,1406,23,0,
2025-04-24,Singapore Airlines,SFO,PEK,1951,2119,88,1746,1906,80,0,
2025-04-26,FlyDubai,PEK,DEL,1951,2050,59,1558,1701,63,0,
2024-12-28,Emirates,FRA,DFW,0914,1059,105,0533,0746,133,0,
2025-01-04,British Airways,BKK,KWI,1422,1606,104,0957,1141,104,0,
2024-09-05,Qatar Airways,LAX,DXB,0505,0536,31,1516,1541,25,0,
2025-07-01,Lufthansa,DEL,AUH,2102,2109,7,0732,0747,15,0,
2025-03-17,Lufthansa,BKK,DFW,1651,1839,108,2101,2258,117,0,
2025-04-25,Air India,SIN,SFO,1529,1705,96,0423,0627,124,0,
2025-04-09,American Airlines,PEK,DEL,0438,0541,63,0318,0446,88,0,
2025-05-14,Delta,FRA,ICN,2156,2257,61,1528,1649,81,0,
2025-04-20,Emirates,CDG,SYD,1652,1838,106,0037,0235,118,0,
2024-09-09,Delta,ORD,BKK,1651,1803,72,0534,0642,68,0,
2025-06-29,Singapore Airlines,BOM,DFW,0250,0243,-7,1818,1836,18,0,
2025-06-20,Emirates,DFW,DXB,1722,1903,101,0008,0200,112,0,
2025-08-12,British Airways,ORD,SFO,1956,2037,41,1735,1812,37,0,
2024-11-04,American Airlines,JFK,ICN,1057,1210,73,1534,1713,99,0,
2025-06-05,FlyDubai,PEK,SYD,1614,1702,48,1013,1053,40,0,
2025-03-25,Singapore Airlines,LAX,ICN,2130,2212,42,1152,1231,39,0,
2024-08-28,American Airlines,PEK,BKK,0154,0221,27,0219,0245,26,0,
2025-03-31,Singapore Airlines,DFW,KWI,1752,1923,91,1237,1428,111,0,
2025-04-07,Etihad,ORD,BKK,0432,0508,36,0340,0427,47,0,
2025-01-11,FlyDubai,SFO,DOH,0945,1140,115,1057,1244,107,0,
2024-11-10,American Airlines,BKK,KWI,0931,1023,52,0832,0930,58,0,
2025-08-18,Emirates,ICN,DFW,0925,1035,70,1656,1816,80,0,
2025-04-20,Lufthansa,PEK,FRA,1810,1834,24,2243,2334,51,0,
2024-11-13,Air India,ORD,DFW,1245,1409,84,1754,1914,80,0,
2025-05-17,Etihad,AUH,ICN,1455,1436,-19,1915,1925,10,0,
2025-08-09,Emirates,DEL,CDG,0808,0930,82,0342,0521,99,0,
2024-10-16,Air India,DFW,DOH,1411,1457,46,1409,1524,75,1,Air Traffic
2025-03-23,Emirates,SYD,AUH,0354,0544,110,0603,0811,128,0,
2025-07-09,Emirates,SIN,HND,0630,0724,54,2139,2300,81,0,
2025-08-08,Singapore Airlines,JFK,SYD,2150,2304,74,1235,1348,73,0,
2024-11-14,Lufthansa,ICN,BKK,1545,1714,89,0151,0338,107,0,
2025-03-03,American Airlines,LHR,SFO,2053,2251,118,1351,1559,128,0,
2025-03-30,FlyDubai,BKK,DEL,1218,1332,74,0731,0911,100,0,
2025-03-09,Delta,CDG,LAX,0638,0736,58,0109,0222,73,0,
2024-09-29,Air India,HND,DOH,1726,1812,46,0104,0217,73,0,
2025-08-06,Singapore Airlines,DEL,DFW,2020,2158,98,2051,2236,105,0,
2025-05-09,Air India,AUH,ICN,1351,1548,117,1309,1502,113,0,
2025-03-13,Lufthansa,DXB,FRA,1349,1349,0,0014,0008,-6,0,
2024-10-31,Lufthansa,SIN,BKK,2006,2021,15,0330,0404,34,0,
2025-08-10,Air India,DFW,ORD,2145,2341,116,2103,2251,108,0,
2025-07-10,Air India,DFW,ICN,0319,0503,104,1348,1558,130,0,
2025-08-20,Singapore Airlines,ICN,DFW,0315,0424,69,1116,1237,81,0,
2024-11-22,American Airlines,DEL,SIN,2250,0017,87,0130,0326,116,0,
2025-08-26,Lufthansa,PEK,DEL,0007,0112,65,2109,2222,73,0,
2024-09-04,Qatar Airways,DFW,JFK,1932,1924,-8,1805,1817,12,0,
2025-04-19,Delta,DFW,KWI,1017,1031,14,0142,0154,12,0,
2025-05-25,Etihad,BOM,FRA,0633,0707,34,1602,1645,43,0,
2025-02-28,Etihad,ORD,DFW,2223,2228,5,1517,1546,29,0,
2024-12-02,Singapore Airlines,PEK,LAX,1549,1549,0,0522,0516,-6,0,
2024-12-07,Emirates,SIN,LAX,0835,0938,63,1043,1139,56,0,
2025-02-04,FlyDubai,BKK,DEL,1732,1747,15,1436,1452,16,0,
2025-06-17,British Airways,DXB,JFK,1228,1330,62,1847,2007,80,0,
2024-10-30,FlyDubai,FRA,ICN,0652,0842,110,1016,1219,123,0,
2024-12-08,Singapore Airlines,KWI,LAX,0620,0656,36,1146,1235,49,0,
2024-09-25,Lufthansa,HND,DXB,1907,1922,15,2037,2103,26,0,
2025-02-12,Etihad,ORD,DEL,1705,1822,77,0935,1101,86,0,
2025-08-18,British Airways,KWI,SYD,1658,1756,58,1041,1150,69,0,
2025-05-05,Air India,SFO,CDG,0804,0901,57,1114,1225,71,0,
2025-05-06,American Airlines,AUH,DFW,1832,1841,9,0942,1020,38,0,
2025-03-14,Delta,SIN,CDG,0549,0545,-4,1843,1840,-3,0,
2024-11-14,FlyDubai,SIN,PEK,1049,1116,27,0433,0526,53,0,
2025-06-28,Air India,DXB,SYD,0504,0636,92,1152,1322,90,0,
2024-09-17,Qatar Airways,LAX,DFW,0830,1014,104,0310,0452,102,0,
2024-11-21,American Airlines,SFO,AUH,2048,2138,50,0439,0520,41,0,
2025-04-08,American Airlines,JFK,FRA,0643,0657,14,1308,1323,15,0,
2025-06-26,American Airlines,CDG,LHR,0405,0440,35,1842,1934,52,0,
2024-09-24,Qatar Airways,SYD,ORD,0409,0420,11,1306,1310,4,0,
2025-01-09,Air India,ICN,DOH,1006,1128,82,0324,0457,93,0,
2025-02-16,FlyDubai,BOM,LHR,1831,1847,16,0156,0205,9,0,
2025-04-06,Qatar Airways,JFK,HND,1644,1808,84,1923,2110,107,0,
2024-09-09,Etihad,JFK,DOH,1415,1358,-17,0633,0619,-14,0,
2025-03-24,Emirates,DXB,CDG,0115,0204,49,1436,1534,58,0,
2025-04-24,American Airlines,LAX,SFO,1542,1551,9,0726,0727,1,0,
2025-02-08,British Airways,FRA,BKK,1908,2053,105,2038,2249,131,0,
2024-09-05,Singapore Airlines,LAX,LHR,0803,0837,34,1240,1328,48,0,
2024-09-24,American Airlines,ICN,LAX,1004,1017,13,0515,0546,31,0,
2025-06-02,British Airways,HND,AUH,1958,2012,14,0928,0942,14,0,
2025-05-06,Air India,SIN,BKK,0454,0605,71,1826,1940,74,0,
2025-04-05,Lufthansa,LHR,KWI,2023,2142,79,2142,2305,83,0,
2025-01-07,Emirates,SFO,JFK,1612,1702,50,1130,1240,70,0,
2024-09-19,Lufthansa,DXB,ICN,0404,0549,105,0248,0458,130,0,
2024-10-30,American Airlines,ICN,SIN,1352,1453,61,1556,1704,68,0,
2025-07-05,Etihad,DOH,CDG,0936,0955,19,1917,2005,48,0,
2025-06-09,Air India,CDG,AUH,1534,1601,27,0409,0451,42,0,
2025-04-05,British Airways,SYD,DXB,1105,1153,48,1525,1610,45,0,
2024-09-04,Lufthansa,JFK,LHR,0651,0656,5,2143,2144,1,0,
2025-04-26,FlyDubai,ORD,JFK,1912,1910,-2,0147,0140,-7,0,
2025-08-15,Emirates,FRA,SIN,2053,2129,36,0426,0457,31,0,
2025-06-19,Etihad,ORD,JFK,0320,0518,118,0711,0909,118,0,
2025-04-10,Air India,DFW,SYD,1711,1843,92,0923,1059,96,0,
2025-08-16,British Airways,DEL,SYD,0130,0138,8,0147,0153,6,0,
2024-10-04,Lufthansa,JFK,BKK,0558,0702,64,0055,0200,65,0,
2025-05-18,Singapore Airlines,SFO,DOH,2002,1956,-6,1409,1415,6,0,
2025-04-15,Qatar Airways,SYD,LHR,1244,1441,117,1843,2052,129,0,
2025-07-25,Lufthansa,HND,LAX,1827,1942,75,1053,1229,96,0,
2025-04-04,Emirates,FRA,LHR,1839,1914,35,1226,1329,63,0,
2024-10-25,Emirates,LAX,DXB,1646,1654,8,0653,0713,20,0,
2024-11-06,Qatar Airways,LHR,FRA,1941,2059,78,1128,1242,74,0,
2024-12-18,Emirates,BOM,LHR,1725,1857,92,1312,1503,111,0,
2024-09-29,Delta,SFO,FRA,1827,1845,18,0642,0657,15,0,
2025-07-15,Qatar Airways,LHR,DXB,0400,0544,104,1847,2034,107,0,
2025-06-29,Emirates,ORD,CDG,1444,1516,32,0629,0712,43,0,
2025-06-16,Air India,AUH,LAX,1305,1457,112,1410,1554,104,0,
2024-09-13,Emirates,FRA,SIN,1441,1536,55,0911,0959,48,0,
2025-04-27,Singapore Airlines,LAX,SFO,1428,1459,31,1921,2020,59,0,
2025-08-13,Delta,SYD,CDG,1102,1158,56,1815,1931,76,0,
2024-11-07,American Airlines,ICN,KWI,2001,2106,65,1233,1401,88,0,
2024-10-08,Delta,ICN,DFW,1227,1316,49,1704,1743,39,1,Air Traffic
2024-12-21,Singapore Airlines,DFW,AUH,1735,1928,113,0710,0928,138,0,
2025-01-25,American Airlines,LHR,LAX,1037,1202,85,1221,1408,107,0,
2025-01-01,Lufthansa,PEK,ICN,1043,1035,-8,1000,0948,-12,0,
2025-02-15,Singapore Airlines,PEK,DOH,0504,0532,28,1449,1539,50,0,
2025-02-25,Etihad,DOH,JFK,1558,1634,36,2240,2310,30,0,
2024-12-20,Delta,FRA,ORD,1837,2002,85,1905,2032,87,0,
2025-01-12,Etihad,SFO,DFW,0717,0727,10,1917,1931,14,0,
2024-11-22,Singapore Airlines,KWI,AUH,0900,1025,85,0929,1122,113,0,
2025-05-22,FlyDubai,BKK,DXB,2135,2310,95,0418,0600,102,0,
2024-09-05,Singapore Airlines,PEK,FRA,0526,0722,116,0706,0920,134,0,
2025-07-14,Delta,SYD,LAX,1156,1235,39,0753,0853,60,0,
2024-12-21,FlyDubai,ORD,BOM,2023,2152,89,0254,0417,83,0,
2025-03-21,Singapore Airlines,FRA,BOM,0130,0233,63,1707,1822,75,0,
2024-10-29,Air India,SFO,DOH,2234,2225,-9,1921,1911,-10,0,
2025-06-30,Qatar Airways,DFW,DEL,1709,1757,48,1245,1348,63,0,
2024-11-26,Emirates,DEL,HND,0622,0749,87,2224,0015,111,0,
2025-07-29,Lufthansa,BKK,KWI,0410,0507,57,0925,1013,48,0,
2024-10-06,British Airways,AUH,ORD,1149,1305,76,0040,0158,78,0,
2025-05-09,Lufthansa,AUH,DFW,2236,2352,76,1315,1448,93,0,
2025-05-14,Delta,BOM,ICN,1856,1947,51,0910,1006,56,0,
2024-11-01,British Airways,ORD,PEK,0334,0322,-12,1654,1653,-1,0,
2025-03-05,Emirates,DOH,JFK,1748,1753,5,0644,0717,33,0,
2025-01-27,Emirates,BOM,FRA,1820,1811,-9,1422,1411,-11,0,
2025-03-13,American Airlines,ORD,DFW,1533,1540,7,2207,2243,36,0,
2025-07-21,Qatar Airways,ICN,KWI,0747,0744,-3,1951,1955,4,0,
2024-09-10,Air India,LHR,ICN,1423,1530,67,1233,1334,61,0,
2025-05-03,FlyDubai,SIN,DFW,0444,0557,73,1135,1238,63,0,
2025-05-22,Qatar Airways,SFO,BKK,2205,2221,16,1518,1541,23,0,
2025-07-08,Lufthansa,DEL,SIN,0438,0518,40,0703,0757,54,0,
2025-02-20,Emirates,DOH,AUH,0722,0855,93,2208,2359,111,0,
2024-12-20,Etihad,SIN,SFO,0358,0415,17,1344,1359,15,0,
2025-05-31,FlyDubai,PEK,BOM,0352,0530,98,1928,2056,88,0,
2024-12-08,British Airways,SYD,DFW,1450,1443,-7,1850,1906,16,0,
2025-02-08,Delta,DXB,FRA,1953,2128,95,0937,1103,86,0,
2025-06-25,Emirates,SIN,LAX,0730,0904,94,0619,0750,91,0,
2024-11-19,Lufthansa,SYD,LAX,0350,0454,64,1604,1705,61,0,
2025-07-19,British Airways,SIN,HND,0248,0231,-17,0106,0107,1,0,
2025-04-21,Qatar Airways,SFO,DFW,1418,1515,57,1237,1339,62,0,
2024-11-25,British Airways,JFK,DEL,1942,2106,84,0647,0805,78,0,
2025-05-26,British Airways,KWI,BOM,1840,1913,33,0704,0754,50,0,
2025-03-12,Lufthansa,CDG,DFW,1251,1426,95,1315,1503,108,0,
2025-07-24,Etihad,BOM,ICN,0452,0510,18,1444,1514,30,0,
2025-04-19,Qatar Airways,SFO,CDG,2256,0041,105,2240,0053,133,0,
2025-02-28,Emirates,AUH,DOH,1417,1414,-3,0334,0351,17,0,
2025-06-24,Etihad,PEK,DFW,0426,0620,114,2128,2349,141,0,
2024-10-01,British Airways,HND,CDG,0022,0149,87,1930,2050,80,0,
2024-09-26,Emirates,SYD,BOM,0903,0923,20,2140,2207,27,0,
2024-12-01,Qatar Airways,DEL,DFW,2033,2025,-8,0155,0149,-6,0,
2024-09-12,Air India,LHR,ORD,2118,2307,109,0051,0259,128,0,
2025-04-17,FlyDubai,SYD,DEL,1941,1958,17,0339,0408,29,0,
2025-03-04,Etihad,BOM,AUH,1330,1437,67,1120,1223,63,0,
2025-02-27,Delta,BOM,BKK,0541,0622,41,1501,1556,55,0,
2025-04-03,Etihad,SIN,LAX,2111,2228,77,1529,1714,105,0,
2025-04-19,Singapore Airlines,LAX,DEL,1527,1530,3,0417,0441,24,0,
2025-02-08,Air India,DOH,HND,1403,1530,87,0254,0439,105,0,
2025-03-17,Delta,DXB,DFW,1452,1645,113,2224,0034,130,0,
2024-10-31,Lufthansa,LHR,DXB,0632,0746,74,2007,2118,71,0,
2025-07-19,Lufthansa,JFK,PEK,0047,0210,83,1605,1720,75,0,
2024-09-21,American Airlines,PEK,LAX,0045,0148,63,0946,1110,84,0,
2024-12-03,Air India,DXB,SIN,1919,2116,117,1335,1557,142,0,
2025-05-23,Qatar Airways,HND,PEK,1305,1411,66,1237,1412,95,0,
2025-04-03,Qatar Airways,DEL,LAX,2226,2208,-18,0128,0104,-24,0,
2025-05-25,Etihad,HND,SYD,0534,0637,63,0253,0401,68,0,
2024-11-02,Emirates,ICN,DFW,1426,1551,85,0400,0536,96,0,
2025-04-04,Air India,ICN,FRA,0254,0302,8,0508,0511,3,0,
2024-10-12,Delta,JFK,DOH,1836,1855,19,0803,0839,36,0,
2025-07-12,Emirates,FRA,BKK,1616,1803,107,0523,0721,118,0,
2025-02-03,British Airways,ICN,AUH,1623,1754,91,1414,1608,114,0,
2024-10-05,Air India,KWI,HND,0258,0452,114,1401,1553,112,0,
2025-01-27,Emirates,SYD,FRA,1802,1936,94,1440,1626,106,0,
2025-02-03,British Airways,HND,AUH,0218,0212,-6,1830,1823,-7,0,
2024-09-18,Air India,PEK,DFW,1614,1723,69,1107,1226,79,0,
2025-04-29,American Airlines,BOM,HND,0640,0634,-6,0947,0955,8,0,
2025-02-05,FlyDubai,SFO,KWI,1205,1240,35,1216,1245,29,0,
2024-12-10,Qatar Airways,AUH,SYD,1023,1047,24,1908,1930,22,0,
2025-08-01,Delta,LAX,FRA,1322,1427,65,1903,2021,78,0,
2025-08-16,Emirates,KWI,LHR,1406,1536,90,0943,1117,94,0,
2024-10-23,Air India,ICN,DXB,2040,2158,78,1948,2130,102,0,
2025-05-29,Lufthansa,FRA,HND,2213,2236,23,1329,1349,20,0,
2024-09-03,FlyDubai,SFO,ICN,1604,1729,85,1221,1406,105,0,
2025-05-25,Lufthansa,SIN,SYD,1850,1911,21,2225,2315,50,0,
2025-06-26,Lufthansa,AUH,DFW,2027,2022,-5,1528,1543,15,0,
2024-11-28,Qatar Airways,SIN,BKK,1535,1604,29,0521,0600,39,0,
2024-10-29,Air India,SFO,SIN,1148,1342,114,0418,0620,122,0,
2025-06-28,American Airlines,AUH,ICN,0909,1049,100,0306,0459,113,0,
2025-04-30,FlyDubai,CDG,DEL,2038,2203,85,1922,2049,87,0,
2025-06-26,British Airways,BKK,KWI,0439,0629,110,1342,1557,135,0,
2024-10-25,Air India,ICN,DEL,1858,1939,41,1006,1109,63,0,
2025-08-25,Singapore Airlines,CDG,AUH,0535,0733,118,1604,1753,109,0,
2025-01-28,British Airways,DFW,DEL,2047,2151,64,1230,1400,90,0,
2025-04-28,FlyDubai,DFW,DXB,1134,1248,74,1125,1236,71,0,
2025-05-16,Lufthansa,ICN,HND,0007,0115,68,1941,2039,58,0,
2025-03-22,Singapore Airlines,DFW,PEK,0528,0713,105,0711,0911,120,0,
2025-08-17,Etihad,JFK,LHR,0706,0831,85,0213,0328,75,0,
2024-11-30,British Airways,SFO,HND,0546,0620,34,1908,1956,48,0,
2024-09-27,Singapore Airlines,BOM,DEL,0026,0124,58,0536,0650,74,0,
2024-10-29,American Airlines,LAX,DFW,1046,1107,21,1043,1127,44,0,
2025-01-18,Lufthansa,ORD,SIN,1252,1240,-12,1148,1128,-20,0,
2025-05-03,Etihad,KWI,BOM,1024,1150,86,2113,2258,105,0,
2025-08-17,Air India,DOH,LAX,1531,1704,93,0523,0720,117,0,
2025-06-01,Qatar Airways,DOH,ORD,1040,1057,17,2113,2154,41,0,
2025-05-19,FlyDubai,CDG,SIN,0755,0818,23,1819,1904,45,0,
2025-03-12,FlyDubai,SIN,PEK,1122,1108,-14,0333,0329,-4,0,
2025-03-26,American Airlines,ORD,BOM,0502,0656,114,0931,1125,114,0,
2024-11-05,Etihad,DXB,BKK,2106,2256,110,0555,0806,131,0,
2025-08-25,British Airways,PEK,ICN,0423,0534,71,0747,0914,87,0,
2025-07-22,Singapore Airlines,PEK,ORD,1958,2130,92,0251,0419,88,1,
2024-12-22,British Airways,DOH,ORD,1631,1752,81,1013,1133,80,0,
2025-02-15,Air India,SFO,BOM,0632,0724,52,1139,1249,70,0,
2024-10-14,American Airlines,FRA,DOH,0652,0836,104,0814,1004,110,0,
2024-11-06,FlyDubai,SIN,BOM,0216,0309,53,2158,2242,44,0,
2024-12-23,Qatar Airways,JFK,BKK,0427,0549,82,1704,1834,90,0,
2024-11-19,FlyDubai,FRA,SIN,0747,0944,117,2107,2255,108,0,
2025-01-12,American Airlines,AUH,KWI,1001,1142,101,0523,0731,128,0,
2025-03-28,FlyDubai,ICN,PEK,2101,2149,48,1507,1556,49,0,
2024-11-29,Delta,ICN,BOM,1346,1536,110,1657,1857,120,0,
2024-10-02,Lufthansa,DEL,JFK,1600,1559,-1,0612,0606,-6,0,
2025-01-23,Delta,ICN,BKK,1339,1509,90,0624,0810,106,0,
2024-08-31,American Airlines,PEK,ICN,0101,0107,6,0831,0855,24,0,
2025-07-07,Etihad,SYD,AUH,0300,0245,-15,0808,0811,3,0,
2024-10-07,American Airlines,PEK,LAX,0129,0302,93,0205,0348,103,0,
2025-05-29,Singapore Airlines,DOH,BKK,1849,1832,-17,1015,1002,-13,0,
2025-02-18,British Airways,SIN,ORD,1101,1058,-3,2152,2200,8,0,
2025-04-01,FlyDubai,DFW,DXB,2252,0000,68,2241,0017,96,0,
2025-04-12,FlyDubai,DFW,SYD,1557,1703,66,1240,1407,87,0,
2025-02-10,Emirates,BOM,ORD,2144,2339,115,0707,0912,125,0,
2025-04-17,British Airways,KWI,DOH,0334,0504,90,1954,2129,95,0,
2025-07-31,Emirates,ORD,AUH,0410,0408,-2,2013,2029,16,0,
2025-02-11,FlyDubai,DEL,BKK,0133,0116,-17,1323,1309,-14,0,
2025-01-06,Lufthansa,AUH,JFK,0822,0837,15,1247,1319,32,0,
2024-10-10,Etihad,LAX,BKK,0102,0151,49,0137,0226,49,0,
2024-12-17,British Airways,DXB,BOM,0256,0357,61,0115,0233,78,0,
2025-08-04,American Airlines,BOM,CDG,0429,0534,65,1446,1611,85,0,
2025-02-12,FlyDubai,SIN,ORD,1444,1444,0,0602,0617,15,0,
2025-06-26,Lufthansa,AUH,LHR,1636,1824,108,0918,1121,123,0,
2025-04-25,FlyDubai,LAX,BOM,1849,1928,39,0424,0528,64,0,
2024-10-27,Qatar Airways,PEK,HND,1354,1515,81,2107,2249,102,0,
2025-04-23,Lufthansa,HND,LAX,1012,1041,29,0114,0148,34,0,
2025-05-31,British Airways,PEK,HND,0539,0653,74,0152,0321,89,0,
2024-11-03,Lufthansa,SIN,ORD,1230,1236,6,1623,1637,14,0,
2025-08-02,Air India,HND,DXB,0833,1028,115,1316,1502,106,0,
2025-01-27,Emirates,PEK,KWI,0025,0006,-19,1546,1555,9,0,
2024-11-30,FlyDubai,DXB,HND,0625,0748,83,0145,0323,98,0,
2024-08-30,American Airlines,KWI,LAX,0224,0353,89,2024,2213,109,0,
2024-09-30,Delta,FRA,CDG,0609,0704,55,1626,1713,47,0,
2025-01-20,FlyDubai,JFK,AUH,0833,0943,70,0139,0306,87,0,
2025-07-20,American Airlines,CDG,ICN,0410,0507,57,0920,1019,59,0,
2025-05-24,FlyDubai,LHR,JFK,2057,2129,32,0554,0641,47,0,
2024-10-08,Singapore Airlines,SYD,HND,1119,1219,60,0232,0333,61,0,
2024-11-15,Etihad,DXB,KWI,1431,1615,104,0648,0840,112,0,
2024-10-15,Singapore Airlines,DFW,ICN,0953,1132,99,0635,0807,92,0,
2024-10-05,Qatar Airways,JFK,FRA,1522,1659,97,0143,0344,121,0,
2025-03-05,Singapore Airlines,PEK,BOM,0645,0659,14,0024,0038,14,0,
2025-02-12,Delta,BOM,BKK,0409,0449,40,1336,1408,32,0,
2024-11-10,Singapore Airlines,DXB,KWI,0452,0533,41,0257,0355,58,0,
2025-08-06,FlyDubai,PEK,LAX,1120,1247,87,0109,0242,93,0,
2024-10-26,Etihad,BKK,DXB,1338,1409,31,1632,1727,55,0,
2024-09-03,FlyDubai,ICN,BKK,2237,2341,64,1945,2105,80,0,
2025-01-07,FlyDubai,LAX,DXB,1133,1141,8,2144,2208,24,0,
2025-03-28,FlyDubai,PEK,DOH,0910,1058,108,0953,1150,117,0,
2024-11-16,British Airways,DXB,KWI,0817,1008,111,1603,1818,135,0,
2025-03-30,Singapore Airlines,DXB,FRA,0456,0549,53,1615,1705,50,0,
2025-04-15,Etihad,ICN,SYD,2132,2121,-11,1800,1805,5,0,
2024-09-28,British Airways,AUH,ICN,1706,1847,101,0519,0718,119,0,
2025-04-26,Air India,DFW,BOM,0328,0410,42,0704,0745,41,0,
2024-09-16,American Airlines,JFK,PEK,1924,1946,22,0610,0636,26,0,
2025-03-16,Lufthansa,AUH,CDG,0115,0310,115,0823,1045,142,0,
2024-11-23,Etihad,JFK,SYD,0108,0148,40,1237,1341,64,0,
2025-02-12,British Airways,ICN,SYD,0929,0942,13,1303,1317,14,0,
